
Steady-state run  :  SOLVIT

      LOOPCT    ;   RELXCC   ;         NRLXCC        ;   ENBALA   ;   ENBALR   ;   DAMPT  ;  VTPSEQ
 1 ------------------------->   82.34807 % ; 35772.000 ;   10.00000  ;      8 ; -6.562e-005 ;     2100 (ionsat_dep) ; 1.161e-002 ;  1.088e-002 ;     2100 (ionsat_dep) ;    18.854 
 1 ------------------------->   82.57827 % ; 35872.000 ;   10.00000  ;      7 ; -9.953e-005 ;     2100 (ionsat_dep) ; 1.679e-002 ;  1.030e-002 ;     2100 (ionsat_dep) ;    19.200 
 1 ------------------------->   82.80847 % ; 35972.000 ;   10.00000  ;      8 ; -5.421e-005 ;     2100 (ionsat_dep) ; 8.046e-003 ;  1.011e-002 ;     2100 (ionsat_dep) ;    19.320 
 1 ------------------------->   83.03867 % ; 36072.000 ;   10.00000  ;      8 ; -6.137e-005 ;     2100 (ionsat_dep) ; 7.121e-003 ;  1.098e-002 ;     2100 (ionsat_dep) ;    18.796 
 1 ------------------------->   83.26888 % ; 36172.000 ;   10.00000  ;      8 ; -6.338e-005 ;     2100 (ionsat_dep) ; 6.819e-003 ;  1.067e-002 ;     2100 (ionsat_dep) ;    18.973 
 1 ------------------------->   83.49908 % ; 36272.000 ;   10.00000  ;      8 ; -6.500e-005 ;     2100 (ionsat_dep) ; 5.293e-003 ;  1.097e-002 ;     2100 (ionsat_dep) ;    18.798 
 1 ------------------------->   83.72928 % ; 36372.000 ;   10.00000  ;      8 ; -5.716e-005 ;     2100 (ionsat_dep) ; 3.252e-003 ;  1.033e-002 ;     2100 (ionsat_dep) ;    19.183 
 1 ------------------------->   83.95948 % ; 36472.000 ;   10.00000  ;      8 ; -5.720e-005 ;     2100 (ionsat_dep) ; 1.882e-003 ;  1.053e-002 ;     2100 (ionsat_dep) ;    19.057 
 1 ------------------------->   84.18969 % ; 36572.000 ;   10.00000  ;      8 ; -6.239e-005 ;     2100 (ionsat_dep) ; 1.827e-003 ;  1.047e-002 ;     2100 (ionsat_dep) ;    19.094 
 1 ------------------------->   84.41989 % ; 36672.000 ;   10.00000  ;      8 ; -6.700e-005 ;     2100 (ionsat_dep) ; 4.123e-003 ;  1.066e-002 ;     2100 (ionsat_dep) ;    18.984 
 1 ------------------------->   84.65009 % ; 36772.000 ;   10.00000  ;      8 ; -5.386e-005 ;     2100 (ionsat_dep) ; 5.806e-003 ;  1.002e-002 ;     2100 (ionsat_dep) ;    19.379 
 1 ------------------------->   84.88029 % ; 36872.000 ;   10.00000  ;      8 ; -5.692e-005 ;     2100 (ionsat_dep) ; 7.506e-003 ;  1.026e-002 ;     2100 (ionsat_dep) ;    19.223 
 1 ------------------------->   85.09208 % ; 36964.000 ;   10.00000  ;      8 ; -5.819e-005 ;     2100 (ionsat_dep) ; 9.111e-003 ;  1.029e-002 ;     2100 (ionsat_dep) ;    19.205 
 1 ------------------------->   85.32228 % ; 37064.000 ;   10.00000  ;      8 ; -5.644e-005 ;     2100 (ionsat_dep) ; 1.091e-002 ;  1.033e-002 ;     2100 (ionsat_dep) ;    19.178 
 1 ------------------------->   85.55249 % ; 37164.000 ;   10.00000  ;      8 ; -6.014e-005 ;     2705 (ionsat_dep) ; 1.267e-002 ;  1.065e-002 ;     2100 (ionsat_dep) ;    18.987 
 1 ------------------------->   85.78269 % ; 37264.000 ;   10.00000  ;      8 ; -6.252e-005 ;     2705 (ionsat_dep) ; 1.292e-002 ;  1.056e-002 ;     2100 (ionsat_dep) ;    19.040 
 1 ------------------------->   86.01289 % ; 37364.000 ;   10.00000  ;      8 ; -5.855e-005 ;     2100 (ionsat_dep) ; 1.248e-002 ;  1.112e-002 ;     2100 (ionsat_dep) ;    18.715 
 1 ------------------------->   86.24309 % ; 37464.000 ;   10.00000  ;      8 ; -5.808e-005 ;     2705 (ionsat_dep) ; 1.230e-002 ;  1.077e-002 ;     2100 (ionsat_dep) ;    18.918 
 1 ------------------------->   86.47330 % ; 37564.000 ;   10.00000  ;      7 ; -9.829e-005 ;     2100 (ionsat_dep) ; 1.477e-002 ;  1.091e-002 ;     2100 (ionsat_dep) ;    18.837 
 1 ------------------------->   86.70350 % ; 37664.000 ;   10.00000  ;     10 ; 7.410e-005 ;      808 (ionsat_dep) ; 2.757e-003 ;  6.148e-002 ;     1234 (ionsat_dep) ;    10.584 
 1 ------------------------->   86.93370 % ; 37764.000 ;   10.00000  ;      7 ; -8.716e-005 ;     2100 (ionsat_dep) ; 1.965e-002 ;  9.898e-003 ;     2100 (ionsat_dep) ;    19.456 
 1 ------------------------->   87.16390 % ; 37864.000 ;   10.00000  ;      7 ; -9.533e-005 ;     2705 (ionsat_dep) ; 2.145e-002 ;  1.036e-002 ;     2100 (ionsat_dep) ;    19.164 
 1 ------------------------->   87.39411 % ; 37964.000 ;   10.00000  ;      8 ; -6.057e-005 ;     2100 (ionsat_dep) ; 1.255e-002 ;  1.086e-002 ;     2100 (ionsat_dep) ;    18.864 
 1 ------------------------->   87.62431 % ; 38064.000 ;   10.00000  ;      8 ; -6.208e-005 ;     2705 (ionsat_dep) ; 1.288e-002 ;  1.056e-002 ;     2100 (ionsat_dep) ;    19.038 
 1 ------------------------->   87.85451 % ; 38164.000 ;   10.00000  ;      7 ; -9.902e-005 ;     2100 (ionsat_dep) ; 1.573e-002 ;  1.014e-002 ;     2100 (ionsat_dep) ;    19.299 
 1 ------------------------->   88.08471 % ; 38264.000 ;   10.00000  ;      8 ; -5.454e-005 ;     2100 (ionsat_dep) ; 8.403e-003 ;  1.005e-002 ;     2100 (ionsat_dep) ;    19.358 
 1 ------------------------->   88.31492 % ; 38364.000 ;   10.00000  ;      8 ; -5.697e-005 ;     2100 (ionsat_dep) ; 6.897e-003 ;  1.022e-002 ;     2100 (ionsat_dep) ;    19.250 
 1 ------------------------->   88.54512 % ; 38464.000 ;   10.00000  ;      8 ; -6.174e-005 ;     2100 (ionsat_dep) ; 5.691e-003 ;  1.046e-002 ;     2100 (ionsat_dep) ;    19.102 
 1 ------------------------->   88.77532 % ; 38564.000 ;   10.00000  ;      7 ; -9.978e-005 ;     2100 (ionsat_dep) ; 7.989e-003 ;  1.003e-002 ;     2100 (ionsat_dep) ;    19.369 
 1 ------------------------->   89.00552 % ; 38664.000 ;   10.00000  ;      8 ; -5.704e-005 ;     2100 (ionsat_dep) ; 4.157e-003 ;  1.014e-002 ;     2100 (ionsat_dep) ;    19.301 
 1 ------------------------->   89.23573 % ; 38764.000 ;   10.00000  ;      8 ; -6.201e-005 ;     2100 (ionsat_dep) ; 3.930e-003 ;  1.023e-002 ;     2100 (ionsat_dep) ;    19.244 
 1 ------------------------->   89.46593 % ; 38864.000 ;   10.00000  ;      8 ; -5.492e-005 ;     2100 (ionsat_dep) ; 2.999e-003 ;  9.918e-003 ;     2100 (ionsat_dep) ;    19.443 
 1 ------------------------->   89.69613 % ; 38964.000 ;   10.00000  ;      8 ; -6.137e-005 ;     2100 (ionsat_dep) ; 2.328e-003 ;  1.034e-002 ;     2100 (ionsat_dep) ;    19.177 
 1 ------------------------->   89.92634 % ; 39064.000 ;   10.00000  ;      8 ; -5.425e-005 ;     2100 (ionsat_dep) ; 2.020e-003 ;  9.818e-003 ;     2100 (ionsat_dep) ;    19.509 
 1 ------------------------->   90.13812 % ; 39156.000 ;   10.00000  ;      7 ; -9.909e-005 ;     2100 (ionsat_dep) ; 2.571e-003 ;  1.011e-002 ;     2100 (ionsat_dep) ;    19.322 
 1 ------------------------->   90.36832 % ; 39256.000 ;   10.00000  ;      8 ; -5.761e-005 ;     2100 (ionsat_dep) ; 1.265e-003 ;  1.023e-002 ;     2100 (ionsat_dep) ;    19.243 
 1 ------------------------->   90.59853 % ; 39356.000 ;   10.00000  ;      7 ; -9.865e-005 ;     2100 (ionsat_dep) ; 1.585e-003 ;  9.927e-003 ;     2100 (ionsat_dep) ;    19.437 
 1 ------------------------->   90.82873 % ; 39456.000 ;   10.00000  ;      8 ; -5.691e-005 ;     2100 (ionsat_dep) ; 7.336e-004 ;  1.018e-002 ;     2100 (ionsat_dep) ;    19.275 
 1 ------------------------->   91.05893 % ; 39556.000 ;   10.00000  ;      7 ; -9.871e-005 ;     2100 (ionsat_dep) ; 8.868e-004 ;  9.911e-003 ;     2100 (ionsat_dep) ;    19.448 
 1 ------------------------->   91.28913 % ; 39656.000 ;   10.00000  ;      8 ; -5.662e-005 ;     2100 (ionsat_dep) ; 4.278e-004 ;  1.019e-002 ;     2100 (ionsat_dep) ;    19.269 
 1 ------------------------->   91.51934 % ; 39756.000 ;   10.00000  ;      7 ; -9.883e-005 ;     2100 (ionsat_dep) ; 9.321e-004 ;  9.926e-003 ;     2100 (ionsat_dep) ;    19.438 
 1 ------------------------->   91.74954 % ; 39856.000 ;   10.00000  ;      9 ; -7.065e-005 ;     2100 (ionsat_dep) ; 5.994e-003 ;  2.664e-002 ;     2100 (ionsat_dep) ;    13.986 
 1 ------------------------->   91.97974 % ; 39956.000 ;   10.00000  ;      8 ; 6.723e-005 ;     2705 (ionsat_dep) ; 1.466e-002 ;  1.350e-002 ;     2100 (ionsat_dep) ;    17.542 
 1 ------------------------->   92.20994 % ; 40056.000 ;   10.00000  ;      8 ; -6.952e-005 ;     2100 (ionsat_dep) ; 1.359e-002 ;  1.105e-002 ;     2100 (ionsat_dep) ;    18.755 
 1 ------------------------->   92.44015 % ; 40156.000 ;   10.00000  ;      8 ; 6.493e-005 ;     2705 (ionsat_dep) ; 1.358e-002 ;  1.052e-002 ;     2100 (ionsat_dep) ;    19.063 
 1 ------------------------->   92.67035 % ; 40256.000 ;   10.00000  ;      8 ; -5.922e-005 ;     2100 (ionsat_dep) ; 1.164e-002 ;  1.047e-002 ;     2100 (ionsat_dep) ;    19.093 
 1 ------------------------->   92.90055 % ; 40356.000 ;   10.00000  ;      7 ; -9.422e-005 ;     2100 (ionsat_dep) ; 1.705e-002 ;  1.046e-002 ;     2100 (ionsat_dep) ;    19.102 
 1 ------------------------->   93.13076 % ; 40456.000 ;   10.00000  ;      7 ; -9.647e-005 ;     2100 (ionsat_dep) ; 1.711e-002 ;  1.031e-002 ;     2100 (ionsat_dep) ;    19.194 
 1 ------------------------->   93.36096 % ; 40556.000 ;   10.00000  ;      7 ; -9.337e-005 ;     2100 (ionsat_dep) ; 1.845e-002 ;  1.004e-002 ;     2100 (ionsat_dep) ;    19.366 
 1 ------------------------->   93.59116 % ; 40656.000 ;   10.00000  ;      7 ; -9.776e-005 ;     2100 (ionsat_dep) ; 1.986e-002 ;  1.013e-002 ;     2100 (ionsat_dep) ;    19.306 
 1 ------------------------->   93.82136 % ; 40756.000 ;   10.00000  ;      8 ; -5.898e-005 ;     2100 (ionsat_dep) ; 1.175e-002 ;  1.069e-002 ;     2100 (ionsat_dep) ;    18.964 
 1 ------------------------->   94.05157 % ; 40856.000 ;   10.00000  ;      7 ; -9.699e-005 ;     2100 (ionsat_dep) ; 2.132e-002 ;  1.005e-002 ;     2100 (ionsat_dep) ;    19.360 
 1 ------------------------->   94.28177 % ; 40956.000 ;   10.00000  ;      8 ; -5.811e-005 ;     2100 (ionsat_dep) ; 1.112e-002 ;  1.004e-002 ;     2100 (ionsat_dep) ;    19.363 
 1 ------------------------->   94.51197 % ; 41056.000 ;   10.00000  ;      8 ; -5.664e-005 ;     2100 (ionsat_dep) ; 1.111e-002 ;  1.043e-002 ;     2100 (ionsat_dep) ;    19.120 
 1 ------------------------->   94.74217 % ; 41156.000 ;   10.00000  ;      8 ; -5.734e-005 ;     2100 (ionsat_dep) ; 1.058e-002 ;  1.046e-002 ;     2100 (ionsat_dep) ;    19.102 
 1 ------------------------->   94.97238 % ; 41256.000 ;   10.00000  ;      8 ; -6.052e-005 ;     2100 (ionsat_dep) ; 9.275e-003 ;  1.062e-002 ;     2100 (ionsat_dep) ;    19.007 
 1 ------------------------->   95.18416 % ; 41348.000 ;   10.00000  ;      8 ; -5.580e-005 ;     2100 (ionsat_dep) ; 8.492e-003 ;  1.025e-002 ;     2100 (ionsat_dep) ;    19.230 
 1 ------------------------->   95.41436 % ; 41448.000 ;   10.00000  ;      8 ; -6.295e-005 ;     2100 (ionsat_dep) ; 8.096e-003 ;  9.999e-003 ;     2100 (ionsat_dep) ;    19.391 
 1 ------------------------->   95.64457 % ; 41548.000 ;   10.00000  ;      8 ; -5.968e-005 ;     2100 (ionsat_dep) ; 6.522e-003 ;  1.077e-002 ;     2100 (ionsat_dep) ;    18.917 
 1 ------------------------->   95.87477 % ; 41648.000 ;   10.00000  ;      8 ; -6.188e-005 ;     2100 (ionsat_dep) ; 5.737e-003 ;  9.959e-003 ;     2100 (ionsat_dep) ;    19.417 
 1 ------------------------->   96.10497 % ; 41748.000 ;   10.00000  ;      8 ; -5.437e-005 ;     2100 (ionsat_dep) ; 4.197e-003 ;  1.006e-002 ;     2100 (ionsat_dep) ;    19.348 
 1 ------------------------->   96.33517 % ; 41848.000 ;   10.00000  ;      8 ; -5.704e-005 ;     2100 (ionsat_dep) ; 2.572e-003 ;  1.026e-002 ;     2100 (ionsat_dep) ;    19.222 
 1 ------------------------->   96.56538 % ; 41948.000 ;   10.00000  ;      8 ; -5.743e-005 ;     2100 (ionsat_dep) ; 9.903e-004 ;  1.044e-002 ;     2100 (ionsat_dep) ;    19.114 
 1 ------------------------->   96.79558 % ; 42048.000 ;   10.00000  ;      8 ; -6.215e-005 ;     2100 (ionsat_dep) ; 2.769e-003 ;  1.043e-002 ;     2100 (ionsat_dep) ;    19.118 
 1 ------------------------->   97.02578 % ; 42148.000 ;   10.00000  ;      8 ; -6.228e-005 ;     2100 (ionsat_dep) ; 5.034e-003 ;  1.055e-002 ;     2100 (ionsat_dep) ;    19.046 
 1 ------------------------->   97.25599 % ; 42248.000 ;   10.00000  ;      8 ; -5.425e-005 ;     2100 (ionsat_dep) ; 6.677e-003 ;  1.004e-002 ;     2100 (ionsat_dep) ;    19.367 
 1 ------------------------->   97.48619 % ; 42348.000 ;   10.00000  ;      8 ; -5.541e-005 ;     2100 (ionsat_dep) ; 8.423e-003 ;  1.018e-002 ;     2100 (ionsat_dep) ;    19.275 
 1 ------------------------->   97.71639 % ; 42448.000 ;   10.00000  ;      8 ; -5.698e-005 ;     2100 (ionsat_dep) ; 1.020e-002 ;  1.032e-002 ;     2100 (ionsat_dep) ;    19.186 
 1 ------------------------->   97.94659 % ; 42548.000 ;   10.00000  ;      7 ; -9.739e-005 ;     2100 (ionsat_dep) ; 1.666e-002 ;  1.065e-002 ;     2100 (ionsat_dep) ;    18.988 
 1 ------------------------->   98.17680 % ; 42648.000 ;   10.00000  ;      8 ; -6.067e-005 ;     2705 (ionsat_dep) ; 1.261e-002 ;  1.059e-002 ;     2100 (ionsat_dep) ;    19.022 
 1 ------------------------->   98.40700 % ; 42748.000 ;   10.00000  ;      8 ; -6.311e-005 ;     2705 (ionsat_dep) ; 1.300e-002 ;  1.065e-002 ;     2100 (ionsat_dep) ;    18.990 
 1 ------------------------->   98.63720 % ; 42848.000 ;   10.00000  ;      8 ; -5.759e-005 ;     2100 (ionsat_dep) ; 1.215e-002 ;  1.076e-002 ;     2100 (ionsat_dep) ;    18.923 
 1 ------------------------->   98.86740 % ; 42948.000 ;   10.00000  ;      8 ; -5.983e-005 ;     2100 (ionsat_dep) ; 1.078e-002 ;  1.063e-002 ;     2100 (ionsat_dep) ;    18.998 
 1 ------------------------->   99.09761 % ; 43048.000 ;   10.00000  ;      8 ; -5.790e-005 ;     2100 (ionsat_dep) ; 8.263e-003 ;  1.070e-002 ;     2100 (ionsat_dep) ;    18.958 
 1 ------------------------->   99.32781 % ; 43148.000 ;   10.00000  ;      6 ; -9.873e-005 ;     2100 (ionsat_dep) ; 2.629e-002 ;  7.793e-003 ;     2100 (ionsat_dep) ;    21.070 
 1 ------------------------->   99.55801 % ; 43248.000 ;   10.00000  ;      7 ; -8.930e-005 ;     2100 (ionsat_dep) ; 2.004e-002 ;  9.997e-003 ;     2100 (ionsat_dep) ;    19.392 
 1 ------------------------->   99.78821 % ; 43348.000 ;   10.00000  ;      8 ; -6.479e-005 ;     2705 (ionsat_dep) ; 1.373e-002 ;  1.049e-002 ;     2100 (ionsat_dep) ;    19.085 
 1 ------------------------->  100.00000 % ; 43440.000 ;    6.00000  ;      6 ; -6.327e-005 ;     2100 (ionsat_dep) ; 7.259e-003 ;  5.952e-003 ;     2100 (ionsat_dep) ;    13.831 
